Keywords (Clem)
"January 1, 2026 - April 26, 2026"
Search keyword,Search keyword status,Search keyword match type,Campaign,Ad group,Quality Score,Ad relevance,Landing page exp.,Exp. CTR,Currency code,Cost,Impr.,Clicks,Conversions,Search impr. share,Search lost IS (rank),Impr. (Abs. Top) %,Impr. (Top) %
big commerce fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Bigcommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
big commerce fulfilment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Bigcommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
bigcommerce fulfillment provider,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Bigcommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shopify fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,2,0,0.00,66.67%,33.33%,0.00%,100.00%
shopify order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,17.76,2,2,0.00,50.00%,50.00%,0.00%,50.00%
shopify automatic fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shopify 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,1,0,0.00,100.00%,0.00%,0.00%,0.00%
shopify fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shopify fulfillment company,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
best fulfillment services for shopify,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shopify third party fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shopify warehousing,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shopify fulfillment network,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,1,0,0.00,100.00%,0.00%,0.00%,100.00%
best 3pl for shopify,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment services for shopify,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Shopify Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
seller fulfilled prime 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
3pl for amazon sellers,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,34.64,24,2,0.00,36.36%,61.82%,45.00%,80.00%
amazon seller fulfilled prime 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
amazon sfp 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,5,0,0.00,26.32%,73.68%,40.00%,100.00%
3pl seller fulfilled prime,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,11.57,14,1,0.00,36.84%,60.53%,50.00%,92.86%
3pl sfp,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
sfp 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
amazon 3pl companies,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,39.80,82,1,0.00,32.27%,62.95%,40.74%,77.78%
best 3pl for amazon sellers,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
3pl warehouse for amazon sellers,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Amazon Fulfillment, --, --, --, --,USD,0.00,9,0,0.00,42.86%,57.14%,44.44%,88.89%
ebay order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,11.30,6,1,0.00,27.78%,72.22%,40.00%,80.00%
ebay fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ebay fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,13.29,13,2,0.00,28.89%,71.11%,23.08%,69.23%
ebay fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,1,0,0.00,33.33%,66.67%,0.00%,0.00%
ebay fulfillment warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ebay 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
best ebay fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ebay third party fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfilment ebay,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,eBay Fulfillment, --, --, --, --,USD,0.00,4,0,0.00,42.86%,57.14%,0.00%,33.33%
woocommerce fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,32.41,14,1,0.00,40.00%,57.14%,23.08%,76.92%
woocommerce order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,7,0,0.00,33.33%,66.67%,14.29%,57.14%
woocommerce fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
woocommerce 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
order fulfillment for woocommerce,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
3pl woocommerce,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
woocommerce 3pl fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
order fulfillment provider for woocommerce,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Woocommerce Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento fulfillment company,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento fulfillment warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
magento fulfillment integration,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,Magento Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
etsy fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,18.08,19,1,0.00,43.90%,56.10%,44.44%,88.89%
etsy fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,0.00,2,0,0.00,22.22%,77.78%,0.00%,100.00%
etsy t shirt fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
etsy order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
etsy fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
etsy fulfillment companies,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
best fulfillment companies for etsy,Not eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM Ecommerce Fulfillment Selling | Handled | Search | TDM – Experiment: Maximize Conversions,etsy fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment new york city,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
new york city fulfillment,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
3pl new york,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,6.52,18,1,0.00,25.00%,50.00%,44.44%,88.89%
fulfillment center new york,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,29.12,38,2,0.00,18.52%,53.09%,40.00%,86.67%
warehouse distribution nyc,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,6.63,19,1,0.00,13.11%,68.85%,25.00%,87.50%
3pl warehouse new york city,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
ecommerce fulfillment nyc,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
3pl companies in new york city,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New York Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment new jersey,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New Jersey Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
new jersey fulfillment,Not eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM East Coast Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,New Jersey Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
